member_id;visit_date;age;gender;membership_type;workout_type;workout_duration_minutes;calories_burned;check_in_time;attendance_status
1118;18.04.2024;37;Female;Annual;Cardio;39;242;5:29:00;Absent
1119;29.05.2024;37;;Annual;CrossFit;87;867;21:02:00;Present
1120;12.08.2024;37;Male;Quarterly;Strength Training;72;624;6:29:00;Present
1121;06.08.2024;48;Male;Annual;Yoga;83;681;16:18:00;Present
1122;11.07.2024;45;Male;Monthly;HIIT;79;554;11:28:00;Present
1123;26.05.2024;48;Female;Quarterly;Yoga;68;420;6:27:00;Present
1124;20.01.2024;28;Female;Annual;Cardio;119;644;14:13:00;Absent
1125;28.07.2024;34;Female;Annual;Strength Training;105;1023;5:58:00;Present
1126;14.08.2024;30;Male;Quarterly;CrossFit;95;743;12:36:00;Present
1127;02.11.2024;36;Female;Annual;CrossFit;65;575;17:35:00;Present
1128;17.06.2024;38;;Annual;CrossFit;44;394;12:37:00;Absent
1129;13.06.2024;39;Male;Annual;Cardio;93;664;5:04:00;Present
1130;29.07.2024;33;;Quarterly;Yoga;85;838;9:34:00;Absent
1131;29.10.2024;37;Male;Quarterly;Yoga;76;456;21:38:00;Absent
1132;03.01.2024;58;;Quarterly;Yoga;97;925;14:23:00;Absent
1133;26.06.2024;39;Female;Quarterly;CrossFit;40;363;16:42:00;Present
1134;25.11.2024;32;Female;Annual;Cardio;102;938;12:11:00;Present
1135;21.10.2024;43;;Quarterly;CrossFit;70;577;17:35:00;Absent
1136;18.09.2024;61;;Annual;Yoga;65;474;12:10:00;Absent
1137;23.12.2024;61;;Annual;Yoga;75;679;16:25:00;Present
1138;06.03.2024;35;Male;Annual;Cardio;100;905;19:29:00;Present
1139;13.05.2024;44;Female;Annual;Cardio;26;158;9:28:00;Absent
1140;02.06.2024;45;Female;Quarterly;Yoga;55;491;5:21:00;Absent
1141;13.08.2024;31;Female;Quarterly;HIIT;64;586;6:32:00;Absent
1142;11.11.2024;52;Male;Quarterly;Cardio;46;343;16:05:00;Absent
1143;13.04.2024;33;;Monthly;HIIT;96;513;20:12:00;Absent
1144;26.11.2024;60;;Annual;Yoga;70;474;12:47:00;Absent
1145;10.08.2024;45;Male;Monthly;Cardio;38;323;17:42:00;Present
1146;06.06.2024;41;Female;Quarterly;Strength Training;106;622;14:53:00;Present
1147;16.01.2024;27;Male;Monthly;Strength Training;42;281;5:33:00;Present
1148;31.05.2024;30;;Monthly;Cardio;73;671;19:20:00;Absent
1149;10.02.2024;23;Female;Annual;Strength Training;56;533;16:30:00;Absent
1150;19.08.2024;42;Male;Quarterly;HIIT;65;332;14:34:00;Absent
1151;24.10.2024;32;;Quarterly;Strength Training;64;435;21:57:00;Absent
1152;12.11.2024;53;Male;Annual;Yoga;82;416;18:50:00;Present
1153;11.01.2024;28;Female;Monthly;Cardio;61;443;6:34:00;Present
1154;11.01.2024;59;Male;Quarterly;Yoga;21;105;17:13:00;Absent
1155;25.09.2024;52;;Annual;Yoga;78;390;18:05:00;Present
1156;22.11.2024;24;Female;Annual;Strength Training;117;911;11:06:00;Present
1157;21.06.2024;27;Male;Quarterly;CrossFit;53;408;13:48:00;Present
1158;10.05.2024;44;;Annual;Strength Training;52;508;5:55:00;Present
1159;02.12.2024;36;Female;Annual;Yoga;84;542;16:45:00;Present
1160;02.10.2024;35;;Quarterly;Cardio;60;554;9:37:00;Present
1161;20.09.2024;40;Female;Quarterly;Cardio;20;118;22:39:00;Absent
1162;22.11.2024;28;Female;Quarterly;Yoga;55;278;8:52:00;Absent
1163;27.07.2024;36;Male;Monthly;Strength Training;59;565;7:35:00;Present
1164;27.02.2024;31;Female;Annual;Cardio;102;714;21:23:00;Absent
1165;28.05.2024;36;Female;Quarterly;HIIT;51;266;19:04:00;Absent
1166;01.09.2024;25;;Quarterly;Strength Training;92;693;9:46:00;Absent
1167;31.12.2024;46;Female;Monthly;Cardio;64;557;11:37:00;Present
1168;20.06.2024;44;Female;Annual;CrossFit;63;410;8:42:00;Absent
1169;16.07.2024;18;Male;Annual;HIIT;83;746;16:37:00;Present
1170;17.10.2024;47;;Annual;Cardio;32;188;11:10:00;Absent
1171;12.03.2024;53;Female;Quarterly;HIIT;53;306;22:19:00;Absent
1172;07.09.2024;66;Female;Annual;Yoga;20;144;14:38:00;Absent
1173;17.12.2024;28;Male;Quarterly;CrossFit;89;844;17:33:00;Present
1174;12.05.2024;25;Male;Quarterly;Strength Training;76;382;22:37:00;Present
1175;11.12.2024;35;Male;Quarterly;Cardio;73;578;5:57:00;Absent
1176;08.03.2024;19;Male;Annual;Cardio;20;198;9:41:00;Present
1177;02.07.2024;20;Female;Quarterly;Strength Training;87;702;14:02:00;Present
1178;25.03.2024;42;Male;Quarterly;Strength Training;79;719;8:51:00;Absent
1179;17.10.2024;32;Male;Annual;Cardio;101;852;16:55:00;Present
1180;22.07.2024;30;Male;Monthly;HIIT;21;189;9:00:00;Present
1181;15.01.2024;44;Male;Monthly;HIIT;114;887;22:10:00;Absent
1182;15.01.2024;18;Male;Annual;Strength Training;94;626;5:21:00;Absent
1183;17.02.2024;34;Female;Monthly;CrossFit;84;706;18:54:00;Present
1184;16.05.2024;32;Female;Annual;Yoga;110;918;21:18:00;Present
1185;20.01.2024;30;;Annual;Cardio;54;361;16:46:00;Absent
1186;03.08.2024;36;Male;Monthly;Yoga;87;592;16:11:00;Present
1187;09.10.2024;42;Female;Quarterly;Strength Training;78;434;9:18:00;Absent
1188;02.10.2024;34;Female;Quarterly;Cardio;39;383;19:05:00;Absent
1189;26.11.2024;36;Male;Annual;HIIT;107;873;17:54:00;Present
1190;27.02.2024;26;Male;Monthly;HIIT;33;213;22:39:00;Present
1191;13.04.2024;36;Male;Annual;Yoga;81;626;16:34:00;Absent
1192;10.09.2024;40;;Annual;Yoga;103;800;18:24:00;Absent
1193;10.03.2024;39;;Quarterly;Yoga;68;574;13:59:00;Absent
1194;29.09.2024;31;;Monthly;Yoga;20;102;21:03:00;Absent
1195;24.04.2024;34;;Annual;Strength Training;87;704;5:29:00;Present
1196;11.10.2024;41;;Quarterly;Strength Training;58;500;12:49:00;Present
1197;10.06.2024;52;;Quarterly;Strength Training;77;749;19:32:00;Absent
1198;31.05.2024;28;;Quarterly;Strength Training;75;697;5:00:00;Absent
1199;10.05.2024;23;;Quarterly;HIIT;74;709;8:51:00;Absent
1200;14.04.2024;30;Male;Annual;CrossFit;98;616;12:19:00;Absent
1201;03.11.2024;26;;Monthly;HIIT;99;501;16:50:00;Absent
1202;18.04.2024;48;Male;Quarterly;CrossFit;27;164;15:52:00;Absent
1203;16.06.2024;35;Male;Quarterly;HIIT;30;264;22:09:00;Absent
1204;12.04.2024;22;Male;Annual;Strength Training;50;488;12:44:00;Present
1205;05.05.2024;33;Female;Quarterly;HIIT;42;294;20:13:00;Present
1206;27.01.2024;44;Male;Annual;Strength Training;63;477;8:24:00;Absent
1207;23.03.2024;32;Male;Quarterly;HIIT;38;323;10:07:00;Absent
1208;29.12.2024;50;Female;Quarterly;CrossFit;116;603;13:35:00;Present
1209;17.12.2024;40;;Quarterly;Strength Training;64;384;13:05:00;Present
1210;05.12.2024;21;Female;Quarterly;CrossFit;77;751;22:18:00;Absent
1211;31.03.2024;44;Male;Annual;Yoga;97;868;17:41:00;Absent
1212;25.02.2024;42;;Monthly;Strength Training;69;498;11:13:00;Absent
1213;23.04.2024;45;;Annual;HIIT;97;833;16:34:00;Absent
1214;08.11.2024;29;Female;Annual;Yoga;87;562;14:54:00;Present
1215;10.02.2024;66;Male;Annual;Yoga;85;561;17:30:00;Present
1216;25.04.2024;34;Female;Quarterly;Strength Training;73;397;5:36:00;Present
1217;05.02.2024;44;Male;Quarterly;Yoga;100;916;13:13:00;Absent
1218;06.04.2024;20;Female;Quarterly;HIIT;28;142;16:01:00;Absent
1219;28.11.2024;28;;Quarterly;HIIT;36;305;16:27:00;Absent
1220;18.12.2024;21;Female;Annual;CrossFit;25;176;8:16:00;Present
1221;30.01.2024;57;Male;Quarterly;Yoga;48;247;16:45:00;Absent
1222;30.06.2024;46;Female;Annual;Yoga;34;183;17:05:00;Absent
1223;18.10.2024;49;Male;Quarterly;Yoga;41;249;18:02:00;Absent
1224;27.09.2024;35;Male;Quarterly;Yoga;42;341;6:15:00;Present
1225;13.11.2024;28;Female;Annual;Yoga;118;1000;15:02:00;Present
1226;07.09.2024;22;;Quarterly;Cardio;108;886;10:25:00;Present
1227;04.07.2024;19;Female;Annual;HIIT;47;380;8:56:00;Absent
1228;19.05.2024;34;Female;Annual;CrossFit;58;479;5:56:00;Present
1229;20.03.2024;24;Female;Annual;Strength Training;91;579;19:47:00;Present
1230;31.07.2024;24;Female;Quarterly;CrossFit;66;434;11:46:00;Absent
1231;04.01.2024;39;;Monthly;Strength Training;88;710;12:40:00;Absent
1232;11.09.2024;34;Female;Quarterly;HIIT;112;611;15:26:00;Present
1233;29.10.2024;55;Male;Quarterly;Yoga;65;490;13:22:00;Absent
1234;02.12.2024;44;;Annual;Yoga;88;771;22:35:00;Absent
1235;16.06.2024;51;Female;Annual;Cardio;48;350;21:52:00;Present
1236;26.07.2024;21;;Quarterly;CrossFit;66;463;14:33:00;Present
1237;29.01.2024;54;;Monthly;Yoga;111;1104;9:29:00;Present
1238;26.08.2024;22;;Annual;Cardio;46;379;7:22:00;Present
1239;27.08.2024;24;Male;Quarterly;Strength Training;74;736;8:10:00;Absent
1240;04.06.2024;28;;Monthly;Yoga;74;718;9:19:00;Present
1241;20.02.2024;47;Male;Monthly;Cardio;63;525;10:04:00;Absent
1242;20.07.2024;45;Female;Monthly;Cardio;55;428;9:06:00;Present
1243;18.05.2024;20;Female;Quarterly;Cardio;114;996;21:18:00;Absent
1244;27.10.2024;43;Male;Monthly;CrossFit;114;962;21:43:00;Absent
1245;04.02.2024;33;Male;Annual;Strength Training;103;628;20:17:00;Present
1246;26.05.2024;53;Female;Annual;CrossFit;51;378;20:59:00;Absent
1247;22.04.2024;36;;Annual;Strength Training;115;739;21:10:00;Present
1248;30.11.2024;54;Female;Annual;HIIT;94;564;7:58:00;Present
1249;04.11.2024;28;Female;Annual;Cardio;66;391;5:43:00;Present
1250;25.01.2024;58;Female;Quarterly;HIIT;117;1072;16:42:00;Absent
1251;30.07.2024;27;;Quarterly;CrossFit;53;377;5:00:00;Present
1252;03.11.2024;30;Male;Annual;HIIT;87;788;18:50:00;Absent
1253;05.01.2024;42;;Quarterly;Yoga;49;345;6:23:00;Present
1254;20.01.2024;63;;Quarterly;Yoga;71;494;7:49:00;Present
1255;31.08.2024;33;Male;Monthly;Strength Training;85;688;16:44:00;Present
1256;29.05.2024;36;Male;Monthly;Cardio;61;396;22:16:00;Absent
1257;10.10.2024;27;Male;Annual;HIIT;92;481;6:38:00;Absent
1258;10.10.2024;52;Male;Quarterly;HIIT;97;845;14:04:00;Absent
1259;27.11.2024;22;Male;Quarterly;CrossFit;88;498;19:58:00;Absent
1260;06.10.2024;58;Female;Annual;Yoga;39;333;16:59:00;Present
1261;15.06.2024;30;Female;Quarterly;HIIT;48;379;13:02:00;Absent
1262;07.09.2024;21;;Annual;HIIT;30;226;10:36:00;Absent
1263;12.03.2024;49;Female;Annual;Cardio;26;257;8:23:00;Absent
1264;06.08.2024;19;;Annual;Cardio;93;774;11:47:00;Absent
1265;10.03.2024;35;Female;Annual;Strength Training;29;168;22:45:00;Present
1266;17.06.2024;24;;Monthly;Strength Training;76;385;6:14:00;Absent
1267;17.05.2024;39;Female;Quarterly;Cardio;70;575;14:11:00;Absent
1268;07.12.2024;46;Female;Annual;Yoga;68;627;15:34:00;Absent
1269;01.02.2024;18;;Annual;Strength Training;58;463;15:49:00;Present
1270;24.05.2024;29;Female;Quarterly;Cardio;94;553;7:10:00;Present
1271;29.02.2024;24;Female;Quarterly;Strength Training;119;663;8:29:00;Absent
1272;16.03.2024;48;Male;Monthly;CrossFit;29;177;7:55:00;Present
1273;02.03.2024;38;Male;Quarterly;HIIT;26;241;12:45:00;Present
1274;24.03.2024;25;;Quarterly;Strength Training;78;593;6:46:00;Absent
1275;16.06.2024;32;Male;Monthly;HIIT;47;457;13:47:00;Present
1276;12.10.2024;21;;Annual;Cardio;32;211;19:17:00;Absent
1277;18.10.2024;31;Male;Annual;Cardio;104;721;10:26:00;Absent
1278;25.09.2024;40;Female;Annual;Cardio;119;1035;7:59:00;Present
1279;20.10.2024;25;;Annual;Cardio;94;882;22:36:00;Present
1280;12.11.2024;19;;Monthly;Strength Training;57;331;7:59:00;Present
1281;06.01.2024;52;Male;Annual;CrossFit;24;130;12:20:00;Present
1282;15.03.2024;33;;Monthly;CrossFit;89;864;13:17:00;Absent
1283;07.05.2024;46;Female;Annual;Yoga;70;360;9:04:00;Present
1284;01.06.2024;25;;Annual;Cardio;90;654;8:13:00;Present
1285;13.10.2024;36;;Annual;Strength Training;70;494;18:35:00;Present
1286;23.09.2024;34;Female;Annual;HIIT;90;484;18:14:00;Present
1287;23.09.2024;44;Male;Annual;Yoga;102;674;17:19:00;Absent
1288;08.12.2024;19;;Annual;CrossFit;32;251;5:28:00;Present
1289;05.07.2024;44;Male;Quarterly;Yoga;108;997;5:30:00;Present
1290;25.11.2024;28;Female;Quarterly;Strength Training;38;281;6:03:00;Present
1291;03.08.2024;27;Female;Annual;HIIT;20;133;8:04:00;Present
1292;23.02.2024;52;Male;Quarterly;CrossFit;31;230;14:04:00;Absent
1293;29.11.2024;35;Female;Annual;CrossFit;116;707;13:27:00;Absent
1294;19.02.2024;22;;Quarterly;HIIT;43;425;14:05:00;Absent
1295;19.01.2024;31;Female;Quarterly;Cardio;51;465;14:05:00;Absent
1296;11.06.2024;34;Male;Monthly;Strength Training;119;1007;13:28:00;Present
1297;08.05.2024;36;Male;Monthly;Strength Training;36;244;6:39:00;Present
1298;10.09.2024;25;Female;Annual;HIIT;53;340;20:37:00;Absent
1299;10.04.2024;27;Female;Monthly;Strength Training;39;267;5:14:00;Absent
1300;25.03.2024;21;;Annual;HIIT;63;583;9:46:00;Absent
1301;27.04.2024;46;Male;Annual;Yoga;81;606;5:33:00;Absent
1302;25.03.2024;34;Female;Annual;HIIT;70;498;12:06:00;Present
1303;17.03.2024;39;;Quarterly;Cardio;119;984;10:58:00;Absent
1304;23.11.2024;43;Female;Annual;CrossFit;114;570;21:19:00;Absent
1305;23.04.2024;57;;Annual;Yoga;73;543;5:40:00;Absent
1306;27.02.2024;33;Female;Annual;HIIT;59;321;18:17:00;Present
1307;29.08.2024;27;Male;Quarterly;HIIT;63;494;5:12:00;Present
1308;13.11.2024;45;Male;Quarterly;Strength Training;32;221;7:31:00;Absent
1309;03.06.2024;18;;Quarterly;CrossFit;45;279;22:45:00;Present
1310;09.11.2024;25;;Annual;Cardio;83;450;15:22:00;Present
1311;28.06.2024;31;;Annual;Strength Training;108;967;12:36:00;Present
1312;03.07.2024;33;Male;Annual;HIIT;109;556;16:49:00;Absent
1313;07.08.2024;43;;Quarterly;Yoga;65;489;19:08:00;Absent
1314;28.12.2024;40;Female;Quarterly;Strength Training;56;401;8:16:00;Absent
1315;28.03.2024;28;Female;Quarterly;HIIT;66;559;13:09:00;Absent
1316;21.10.2024;37;Male;Annual;HIIT;114;997;21:04:00;Absent
1317;18.04.2024;34;;Quarterly;Strength Training;116;730;20:17:00;Present
1318;26.02.2024;18;Female;Annual;HIIT;118;736;22:58:00;Present
1319;05.05.2024;21;Male;Quarterly;HIIT;95;674;8:00:00;Present
1320;01.07.2024;32;Female;Annual;Cardio;25;167;16:27:00;Absent
1321;12.10.2024;34;Female;Quarterly;HIIT;46;333;5:40:00;Present
1322;16.01.2024;28;;Monthly;Yoga;26;166;17:55:00;Present
1323;14.08.2024;24;Male;Annual;Strength Training;111;589;8:38:00;Absent
1324;08.01.2024;21;Female;Quarterly;CrossFit;96;669;13:48:00;Absent
1325;07.04.2024;38;;Annual;Yoga;98;979;5:46:00;Present
1326;23.04.2024;30;Female;Annual;Cardio;33;329;17:34:00;Absent
1327;29.12.2024;35;;Quarterly;CrossFit;43;226;14:11:00;Absent
1328;11.06.2024;28;Female;Quarterly;CrossFit;74;414;14:26:00;Absent
1329;22.07.2024;27;Male;Quarterly;HIIT;48;410;20:15:00;Present
1330;03.05.2024;36;Female;Quarterly;CrossFit;42;390;20:40:00;Present
1331;13.02.2024;36;;Annual;Cardio;77;732;12:43:00;Present
1332;05.04.2024;45;Female;Annual;Strength Training;47;264;18:32:00;Absent
1333;13.08.2024;31;Female;Quarterly;CrossFit;49;313;12:40:00;Absent
1334;15.10.2024;46;Male;Quarterly;Strength Training;20;127;14:28:00;Present
1335;25.02.2024;32;Female;Quarterly;Yoga;77;515;19:52:00;Present
1336;20.08.2024;37;Female;Quarterly;CrossFit;115;1133;7:16:00;Present
1337;21.10.2024;29;;Quarterly;Strength Training;41;276;22:26:00;Absent
1338;04.07.2024;28;Male;Quarterly;HIIT;72;366;11:22:00;Absent
1339;30.09.2024;28;Male;Quarterly;CrossFit;26;201;17:57:00;Absent
1340;21.06.2024;50;Female;Quarterly;Strength Training;39;308;11:18:00;Absent
1341;20.10.2024;59;;Quarterly;CrossFit;94;910;12:08:00;Present
1342;07.09.2024;50;Male;Annual;Strength Training;88;811;20:46:00;Absent
1343;25.12.2024;36;Male;Annual;Cardio;115;582;5:22:00;Absent
1344;20.09.2024;46;Male;Quarterly;CrossFit;49;485;14:04:00;Absent
1345;11.04.2024;34;Female;Quarterly;HIIT;102;833;10:50:00;Absent
1346;31.01.2024;47;Female;Annual;HIIT;37;317;19:31:00;Present
1347;09.08.2024;42;;Annual;Yoga;93;837;5:59:00;Absent
1348;13.09.2024;25;Female;Monthly;Strength Training;97;882;18:38:00;Absent
1349;23.08.2024;23;Female;Quarterly;CrossFit;90;887;6:05:00;Present
1350;09.07.2024;39;Male;Quarterly;Yoga;62;418;16:24:00;Present
1351;24.01.2024;18;;Quarterly;Cardio;103;606;12:01:00;Absent
1352;26.10.2024;39;;Annual;Yoga;91;892;8:21:00;Present
1353;26.01.2024;36;Male;Annual;Yoga;82;437;18:00:00;Present
1354;13.01.2024;35;;Annual;Yoga;71;490;14:33:00;Absent
1355;16.11.2024;38;;Monthly;Yoga;118;900;6:01:00;Absent
1356;15.03.2024;44;Female;Annual;Strength Training;51;351;12:27:00;Absent
1357;31.07.2024;36;;Quarterly;Cardio;59;549;19:24:00;Present
1358;31.05.2024;46;;Quarterly;Cardio;39;287;8:59:00;Present
1359;28.07.2024;42;;Annual;Yoga;44;359;16:21:00;Present
1360;29.02.2024;26;Male;Monthly;CrossFit;80;406;10:33:00;Present
1361;16.11.2024;20;Male;Quarterly;HIIT;83;604;21:15:00;Present
1362;14.12.2024;41;Male;Quarterly;Cardio;68;670;7:55:00;Absent
1363;13.02.2024;48;Female;Annual;Yoga;109;787;15:52:00;Present
1364;19.01.2024;33;;Annual;Cardio;24;132;7:05:00;Present
1365;03.08.2024;21;Male;Annual;HIIT;75;509;9:11:00;Absent
1366;27.06.2024;51;Male;Annual;Yoga;79;705;15:09:00;Absent
1367;03.02.2024;36;Male;Annual;CrossFit;48;453;6:49:00;Absent
1368;20.04.2024;29;Male;Annual;CrossFit;88;870;12:51:00;Present
1369;30.10.2024;39;Male;Monthly;Strength Training;84;808;22:46:00;Absent
1370;27.04.2024;26;Female;Annual;Strength Training;110;651;11:53:00;Present
1371;06.05.2024;27;;Quarterly;HIIT;91;455;20:39:00;Present
1372;15.05.2024;32;Male;Quarterly;Strength Training;35;228;12:25:00;Present
1373;21.09.2024;31;Female;Annual;Strength Training;51;350;9:53:00;Absent
1374;11.05.2024;36;;Annual;CrossFit;51;313;18:34:00;Present
1375;24.02.2024;45;;Quarterly;HIIT;54;382;12:53:00;Absent
1376;20.09.2024;35;;Annual;HIIT;34;229;16:14:00;Present
1377;24.12.2024;29;Female;Quarterly;CrossFit;21;152;8:15:00;Absent
1378;13.12.2024;40;;Quarterly;HIIT;42;316;18:06:00;Present
1379;21.05.2024;44;Male;Quarterly;Cardio;46;387;15:25:00;Present
1380;12.05.2024;46;Male;Quarterly;HIIT;63;375;11:17:00;Present
1381;10.03.2024;44;Female;Monthly;Cardio;31;221;10:44:00;Present
1382;19.12.2024;28;Female;Quarterly;Yoga;105;734;9:25:00;Absent
1383;20.10.2024;38;Male;Quarterly;HIIT;32;199;8:16:00;Absent
1384;10.01.2024;49;;Annual;HIIT;79;507;7:52:00;Present
1385;26.06.2024;21;Female;Annual;HIIT;92;502;22:02:00;Absent
1386;22.07.2024;34;Male;Quarterly;Strength Training;81;493;7:21:00;Absent
1387;08.06.2024;34;Male;Quarterly;CrossFit;99;628;7:10:00;Absent
1388;22.06.2024;48;Male;Annual;HIIT;73;710;6:09:00;Present
1389;15.10.2024;43;Male;Annual;CrossFit;26;254;14:22:00;Absent
1390;14.02.2024;29;;Annual;Cardio;58;296;20:06:00;Absent
1391;04.10.2024;39;Male;Quarterly;CrossFit;33;238;14:25:00;Present
1392;25.12.2024;21;Male;Annual;Strength Training;74;484;8:05:00;Absent
1393;30.09.2024;58;Female;Monthly;Strength Training;99;706;22:52:00;Absent
1394;23.07.2024;23;Male;Annual;HIIT;77;743;6:44:00;Absent
1395;06.12.2024;23;Female;Annual;CrossFit;89;542;21:48:00;Present
1396;03.01.2024;49;;Quarterly;Strength Training;33;261;12:45:00;Absent
1397;17.06.2024;21;Male;Annual;Cardio;24;186;18:29:00;Absent
1398;26.12.2024;22;Female;Quarterly;Strength Training;102;871;8:04:00;Present
1399;10.03.2024;33;;Monthly;Strength Training;99;824;15:12:00;Present
1400;11.12.2024;32;;Monthly;HIIT;66;638;18:34:00;Absent
1401;21.10.2024;40;;Quarterly;HIIT;94;870;12:40:00;Present
1402;25.03.2024;29;Male;Annual;Cardio;60;515;14:33:00;Absent
1403;30.06.2024;50;Male;Quarterly;CrossFit;111;622;6:57:00;Absent
1404;30.01.2024;32;;Annual;CrossFit;112;670;11:26:00;Absent
1405;08.07.2024;32;Female;Annual;Cardio;24;169;13:27:00;Present
1406;11.08.2024;29;Male;Quarterly;Cardio;51;292;14:07:00;Absent
1407;04.09.2024;58;Male;Quarterly;Cardio;74;402;5:26:00;Absent
1408;03.11.2024;19;;Annual;HIIT;99;922;11:37:00;Present
1409;02.08.2024;23;Male;Quarterly;HIIT;83;451;17:15:00;Present
1410;09.08.2024;20;Female;Annual;CrossFit;73;412;14:29:00;Present
1411;08.02.2024;55;Male;Monthly;Strength Training;61;546;10:44:00;Present
1412;17.04.2024;26;;Monthly;Strength Training;111;623;19:02:00;Present
1413;24.02.2024;39;Female;Monthly;Strength Training;65;491;7:18:00;Absent
1414;09.01.2024;30;Male;Monthly;Cardio;119;1111;22:36:00;Absent
1415;26.08.2024;36;Female;Annual;CrossFit;60;374;16:42:00;Present
1416;18.11.2024;26;Female;Annual;HIIT;65;633;21:25:00;Absent
1417;26.08.2024;45;Female;Monthly;Yoga;50;272;8:26:00;Absent
1418;16.03.2024;28;Male;Quarterly;CrossFit;95;725;13:57:00;Absent
1419;24.05.2024;29;;Quarterly;HIIT;91;804;5:19:00;Absent
1420;03.08.2024;23;;Annual;Cardio;70;638;21:18:00;Present
1421;04.12.2024;19;;Monthly;Strength Training;83;790;9:22:00;Present
1422;20.01.2024;43;Female;Annual;Yoga;110;933;8:29:00;Present
1423;29.06.2024;27;;Quarterly;HIIT;52;405;21:22:00;Present
1424;26.12.2024;37;Female;Quarterly;Cardio;83;514;13:32:00;Absent
1425;12.02.2024;19;Female;Monthly;Strength Training;71;427;9:45:00;Absent
1426;09.08.2024;30;;Annual;Yoga;85;646;6:24:00;Absent
1427;03.03.2024;45;;Quarterly;Yoga;41;244;8:38:00;Present
1428;23.11.2024;33;;Quarterly;Strength Training;107;1069;14:04:00;Absent
1429;30.10.2024;30;;Monthly;CrossFit;98;680;21:18:00;Absent
1430;16.08.2024;43;;Annual;CrossFit;93;601;5:14:00;Present
1431;08.12.2024;46;Male;Quarterly;CrossFit;98;492;21:20:00;Present
1432;30.03.2024;34;Male;Annual;Cardio;87;804;13:58:00;Present
1433;29.06.2024;36;Female;Annual;HIIT;73;526;19:28:00;Present
1434;31.05.2024;41;;Quarterly;Strength Training;84;536;16:41:00;Absent
1435;29.10.2024;31;;Monthly;Yoga;83;420;5:14:00;Present
1436;20.01.2024;45;;Monthly;Yoga;81;529;17:19:00;Present
1437;18.12.2024;37;Female;Annual;CrossFit;71;538;12:25:00;Present
1438;01.11.2024;35;Female;Annual;Yoga;25;182;15:52:00;Present
1439;21.03.2024;44;Female;Quarterly;Yoga;86;654;15:13:00;Absent
1440;30.05.2024;33;;Annual;CrossFit;110;632;12:47:00;Present
1441;22.09.2024;26;;Quarterly;CrossFit;94;661;9:54:00;Absent
1442;15.03.2024;32;Female;Monthly;Cardio;38;350;15:20:00;Present
1443;29.01.2024;20;Male;Monthly;HIIT;33;211;22:55:00;Absent
1444;08.12.2024;18;Female;Monthly;CrossFit;118;1127;18:28:00;Absent
1445;21.07.2024;25;Female;Quarterly;Cardio;54;515;5:40:00;Present
1446;05.10.2024;25;Male;Annual;HIIT;76;412;21:27:00;Present
1447;20.08.2024;54;Female;Annual;HIIT;47;258;14:10:00;Absent
1448;21.12.2024;31;;Quarterly;Cardio;31;164;17:33:00;Absent
1449;10.07.2024;31;;Annual;CrossFit;109;705;6:11:00;Absent
1450;05.08.2024;24;;Annual;Cardio;30;192;19:12:00;Absent
1451;22.12.2024;25;;Monthly;Strength Training;33;296;19:41:00;Present
1452;05.08.2024;23;;Quarterly;Strength Training;23;219;20:27:00;Absent
1453;26.03.2024;27;;Annual;Cardio;58;438;18:59:00;Absent
1454;17.08.2024;41;;Annual;Yoga;118;600;17:37:00;Absent
1455;30.11.2024;32;Female;Annual;Strength Training;38;200;9:52:00;Present
1456;20.10.2024;49;Female;Quarterly;Cardio;68;547;19:43:00;Present
1457;26.06.2024;32;Male;Annual;CrossFit;29;179;21:20:00;Present
1458;05.08.2024;26;Male;Monthly;CrossFit;61;430;19:42:00;Absent
1459;29.05.2024;31;Female;Annual;Strength Training;65;617;9:52:00;Present
1460;11.12.2024;32;Male;Annual;Cardio;114;1135;15:47:00;Absent
1461;16.09.2024;45;;Annual;CrossFit;26;242;18:39:00;Present
1462;25.01.2024;44;Male;Quarterly;Yoga;117;1093;9:58:00;Absent
1463;21.04.2024;34;;Annual;CrossFit;97;569;7:54:00;Present
1464;19.08.2024;33;Male;Quarterly;Cardio;39;281;19:41:00;Present
1465;28.04.2024;65;Male;Annual;Yoga;111;1091;20:28:00;Absent
1466;26.06.2024;27;Male;Quarterly;Strength Training;59;312;8:30:00;Absent
1467;16.02.2024;23;;Quarterly;CrossFit;74;731;16:42:00;Present
1468;07.08.2024;38;Female;Quarterly;HIIT;110;895;11:22:00;Absent
1469;11.10.2024;41;Female;Quarterly;Cardio;106;547;7:22:00;Present
1470;06.08.2024;29;;Quarterly;Strength Training;102;663;10:45:00;Absent
1471;12.07.2024;40;Male;Annual;Yoga;113;709;18:12:00;Present
1472;17.09.2024;35;;Monthly;Cardio;54;391;17:54:00;Present
1473;10.11.2024;26;Female;Annual;Cardio;113;791;9:53:00;Absent
1474;18.03.2024;35;;Annual;Yoga;89;554;12:04:00;Absent
1475;10.06.2024;27;Male;Quarterly;HIIT;109;1069;17:19:00;Present
1476;17.11.2024;27;Male;Monthly;Strength Training;74;557;9:21:00;Absent
1477;20.12.2024;32;Male;Annual;Yoga;53;336;6:05:00;Present
1478;10.07.2024;30;;Quarterly;Strength Training;100;986;18:32:00;Absent
1479;24.06.2024;29;Female;Annual;CrossFit;45;418;8:55:00;Absent
1480;15.11.2024;28;;Annual;Strength Training;111;563;5:39:00;Present
1481;18.03.2024;33;;Quarterly;Cardio;98;928;11:40:00;Present
